Deliveroo Restaurant ID,HJ Store Number,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
314525,3517,5:00-4:45,5:00-4:45,5:00-4:45,5:00-4:45,5:00-4:45,5:00-4:45,5:00-4:45
