Store Number,Restaurant,Ownership,Address,Date,State,District manager,Created,Type,Store Temporary Closure,Date Store Closed From,Store Re-Opening,Date Store Reopening From,Monday DINE IN Open,Monday DINE IN Close,Tuesday DINE IN Open,Tuesday DINE IN CLOSE,Wednesday DINE IN Open,Wednesday DINE IN Close,Thursday DINE IN Open,Thursday DINE IN Close,Friday DINE IN Open,Friday DINE IN Close,Saturday DINE IN Open,Saturday DINE IN Close,Sunday DINE IN Open,Sunday DINE IN Close,Monday DRIVE THRU Open,Monday DRIVE THRU Close,Tuesday DRIVE THRU Open,Tuesday DRIVE THRU Close,Wednesday DRIVE THRU Open,Wednesday DRIVE THRU Close,Thursday DRIVE THRU Open,Thursday DRIVE THRU Close,Friday DRIVE THRU Open,Friday DRIVE THRU Close,Saturday DRIVE THRU Open,Saturday DRIVE THRU Close,Sunday DRIVE THRU Open,Sunday DRIVE THRU Close,Comments,SOM Approval,SOM,Hours match,Effective Date,Submitted by,Modified,
"3517","Loganholme","Company","3812 Pacific Highway, Loganholme QLD South 4129","2022-10-11","QLD South","Laura Orchard","2022-10-11T03:55:39Z","Drive Thru",,,,,"6:00","22:00","6:00","22:00","6:00","22:00","6:00","22:00","6:00","22:00","6:00","22:00","6:00","22:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","5:00","This store is now trading 24 /7","Approve","Chris Churchmichael","NO","2022-10-11","Laura Orchard","2022-10-11T04:01:50Z",
