Store UUID,Menu,Overwrite Existing Hours,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
1027e7fb-4cff-4974-aa72-20de6b46ded0,MENU,TRUE,"10:45-23:59,00:00-04:59","10:45-23:59,00:00-04:59","10:45-23:59,00:00-04:59","10:45-23:59,00:00-04:59","10:45-23:59,00:00-04:59","10:45-23:59,00:00-04:59","10:45-23:59,00:00-04:59",
1027e7fb-4cff-4974-aa72-20de6b46ded0,Breakfast,TRUE,05:00-10:45,05:00-10:45,05:00-10:45,05:00-10:45,05:00-10:45,05:00-10:45,05:00-10:45
